# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	32646	33560	+	WP_070787270.1	WP_070787270.1		magnesium transporter CorA family protein			BG262_RS02235	915	304	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	33668	35338	+							BG262_RS02240	1671		old_locus_tag=BG262_09225
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	33668	35338	+	WP_070787271.1	WP_070787271.1		formate--tetrahydrofolate ligase			BG262_RS02240	1671	556	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	35418	36308	+							BG262_RS02245	891		old_locus_tag=BG262_09230
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	35418	36308	+	WP_070787272.1	WP_070787272.1		MBL fold metallo-hydrolase			BG262_RS02245	891	296	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	36385	36951	+							BG262_RS02250	567		old_locus_tag=BG262_09235
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	36385	36951	+	WP_070787273.1	WP_070787273.1		TetR/AcrR family transcriptional regulator			BG262_RS02250	567	188	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	36971	37282	+							BG262_RS02255	312		old_locus_tag=BG262_09240
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	36971	37282	+	WP_070787274.1	WP_070787274.1		hypothetical protein			BG262_RS02255	312	103	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	37484	38575	+							BG262_RS02260	1092		old_locus_tag=BG262_09245
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	37484	38575	+	WP_070787275.1	WP_070787275.1		DUF871 domain-containing protein			BG262_RS02260	1092	363	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	38688	39875	+							BG262_RS02265	1188		old_locus_tag=BG262_09250
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	38688	39875	+	WP_070787276.1	WP_070787276.1		glycoside hydrolase family 16 protein			BG262_RS02265	1188	395	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	40240	45327	+							BG262_RS02270	5088		old_locus_tag=BG262_09255
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000004.1	40240	45327	+	WP_070787277.1	WP_070787277.1		Cna B-type domain-containing protein			BG262_RS02270	5088	1695	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	129	614	-							BG262_RS02275	486		old_locus_tag=BG262_09260
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	129	614	-	WP_070787281.1	WP_070787281.1		hypothetical protein			BG262_RS02275	486	161	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	831	1484	-					phoU		BG262_RS02280	654		old_locus_tag=BG262_09265
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	831	1484	-	WP_070787282.1	WP_070787282.1		phosphate signaling complex protein PhoU	phoU		BG262_RS02280	654	217	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	1520	2278	-					pstB		BG262_RS02285	759		old_locus_tag=BG262_09270
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	1520	2278	-	WP_070787283.1	WP_070787283.1		phosphate ABC transporter ATP-binding protein PstB	pstB		BG262_RS02285	759	252	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	2288	3091	-					pstB		BG262_RS02290	804		old_locus_tag=BG262_09275
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	2288	3091	-	WP_070787284.1	WP_070787284.1		phosphate ABC transporter ATP-binding protein PstB	pstB		BG262_RS02290	804	267	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	3095	3985	-					pstA		BG262_RS02295	891		old_locus_tag=BG262_09280
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	3095	3985	-	WP_070787285.1	WP_070787285.1		phosphate ABC transporter permease PstA	pstA		BG262_RS02295	891	296	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	4013	4936	-					pstC		BG262_RS02300	924		old_locus_tag=BG262_09285
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	4013	4936	-	WP_070787286.1	WP_070787286.1		phosphate ABC transporter permease subunit PstC	pstC		BG262_RS02300	924	307	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	4965	5825	-							BG262_RS02305	861		old_locus_tag=BG262_09290
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	4965	5825	-	WP_070787287.1	WP_070787287.1		phosphate ABC transporter substrate-binding protein PstS			BG262_RS02305	861	286	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	5974	6867	-							BG262_RS02310	894		old_locus_tag=BG262_09295
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	5974	6867	-	WP_070787288.1	WP_070787288.1		phosphate ABC transporter substrate-binding protein			BG262_RS02310	894	297	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	7042	7737	+							BG262_RS02315	696		old_locus_tag=BG262_09300
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	7042	7737	+	WP_070787289.1	WP_070787289.1		response regulator transcription factor			BG262_RS02315	696	231	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	7810	9318	+							BG262_RS02320	1509		old_locus_tag=BG262_09305
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	7810	9318	+	WP_158006630.1	WP_158006630.1		HAMP domain-containing sensor histidine kinase			BG262_RS02320	1509	502	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	9357	9782	-							BG262_RS02325	426		old_locus_tag=BG262_09310
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	9357	9782	-	WP_070787291.1	WP_070787291.1		F0F1 ATP synthase subunit epsilon			BG262_RS02325	426	141	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	9813	11219	-					atpD		BG262_RS02330	1407		old_locus_tag=BG262_09315
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	9813	11219	-	WP_070787292.1	WP_070787292.1		F0F1 ATP synthase subunit beta	atpD		BG262_RS02330	1407	468	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	11267	12142	-							BG262_RS02335	876		old_locus_tag=BG262_09320
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	11267	12142	-	WP_070787293.1	WP_070787293.1		F0F1 ATP synthase subunit gamma			BG262_RS02335	876	291	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	12157	13659	-					atpA		BG262_RS02340	1503		old_locus_tag=BG262_09325
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	12157	13659	-	WP_070787294.1	WP_070787294.1		F0F1 ATP synthase subunit alpha	atpA		BG262_RS02340	1503	500	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	13675	14202	-							BG262_RS02345	528		old_locus_tag=BG262_09330
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	13675	14202	-	WP_070787295.1	WP_070787295.1		F0F1 ATP synthase subunit delta			BG262_RS02345	528	175	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	14212	14721	-					atpF		BG262_RS02350	510		old_locus_tag=BG262_09335
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	14212	14721	-	WP_070787296.1	WP_070787296.1		F0F1 ATP synthase subunit B	atpF		BG262_RS02350	510	169	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	14733	15452	-					atpB		BG262_RS02355	720		old_locus_tag=BG262_09340
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	14733	15452	-	WP_070787297.1	WP_070787297.1		F0F1 ATP synthase subunit A	atpB		BG262_RS02355	720	239	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	15484	15699	-					atpE		BG262_RS02360	216		old_locus_tag=BG262_09345
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	15484	15699	-	WP_070787298.1	WP_070787298.1		F0F1 ATP synthase subunit C	atpE		BG262_RS02360	216	71	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	15856	18078	-							BG262_RS02365	2223		old_locus_tag=BG262_09350
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	15856	18078	-	WP_070787299.1	WP_070787299.1		DNA internalization-related competence protein ComEC/Rec2			BG262_RS02365	2223	740	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	18087	18773	-							BG262_RS02370	687		old_locus_tag=BG262_09355
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	18087	18773	-	WP_070787300.1	WP_070787300.1		helix-hairpin-helix domain-containing protein			BG262_RS02370	687	228	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	18854	20080	-							BG262_RS02375	1227		old_locus_tag=BG262_09360
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	18854	20080	-	WP_070787301.1	WP_070787301.1		ABC transporter permease			BG262_RS02375	1227	408	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	20073	20972	-							BG262_RS02380	900		old_locus_tag=BG262_09365
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	20073	20972	-	WP_070787302.1	WP_070787302.1		ABC transporter ATP-binding protein			BG262_RS02380	900	299	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	21242	23068	-					dnaK		BG262_RS02385	1827		old_locus_tag=BG262_09370
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	21242	23068	-	WP_070787303.1	WP_070787303.1		molecular chaperone DnaK	dnaK		BG262_RS02385	1827	608	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	23150	23674	-					grpE		BG262_RS02390	525		old_locus_tag=BG262_09375
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	23150	23674	-	WP_070787304.1	WP_070787304.1		nucleotide exchange factor GrpE	grpE		BG262_RS02390	525	174	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	23696	24733	-					hrcA		BG262_RS02395	1038		old_locus_tag=BG262_09380
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	23696	24733	-	WP_070787305.1	WP_070787305.1		heat-inducible transcriptional repressor HrcA	hrcA		BG262_RS02395	1038	345	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	24980	25582	-							BG262_RS02400	603		old_locus_tag=BG262_09385
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	24980	25582	-	WP_070787306.1	WP_070787306.1		glycoside hydrolase family 73 protein			BG262_RS02400	603	200	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	25589	26299	-							BG262_RS02405	711		old_locus_tag=BG262_09390
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	25589	26299	-	WP_158006631.1	WP_158006631.1		M15 family metallopeptidase			BG262_RS02405	711	236	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	26364	27056	-							BG262_RS02410	693		old_locus_tag=BG262_09395
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	26364	27056	-	WP_070787308.1	WP_070787308.1		histidine phosphatase family protein			BG262_RS02410	693	230	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	27264	27875	-							BG262_RS02415	612		old_locus_tag=BG262_09400
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	27264	27875	-	WP_070787309.1	WP_070787309.1		lysozyme family protein			BG262_RS02415	612	203	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	27903	28880	-							BG262_RS02420	978		old_locus_tag=BG262_09405
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	27903	28880	-	WP_070787368.1	WP_070787368.1		nucleoid-associated protein			BG262_RS02420	978	325	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	28885	30135	-							BG262_RS02425	1251		old_locus_tag=BG262_09410
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	28885	30135	-	WP_070787310.1	WP_070787310.1		serine hydroxymethyltransferase			BG262_RS02425	1251	416	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	30132	30740	-							BG262_RS02430	609		old_locus_tag=BG262_09415
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	30132	30740	-	WP_267886978.1	WP_267886978.1		L-threonylcarbamoyladenylate synthase			BG262_RS02430	609	202	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	30715	31548	-					prmC		BG262_RS02435	834		old_locus_tag=BG262_09420
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	30715	31548	-	WP_070787311.1	WP_070787311.1		peptide chain release factor N(5)-glutamine methyltransferase	prmC		BG262_RS02435	834	277	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	31564	32637	-					prfA		BG262_RS02440	1074		old_locus_tag=BG262_09425
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	31564	32637	-	WP_070787312.1	WP_070787312.1		peptide chain release factor 1	prfA		BG262_RS02440	1074	357	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	32638	33228	-							BG262_RS02445	591		old_locus_tag=BG262_09430
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	32638	33228	-	WP_070787313.1	WP_070787313.1		thymidine kinase			BG262_RS02445	591	196	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	33331	33678	-							BG262_RS02450	348		old_locus_tag=BG262_09435
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	33331	33678	-	WP_070787314.1	WP_070787314.1		hypothetical protein			BG262_RS02450	348	115	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	33869	34051	+							BG262_RS02455	183		old_locus_tag=BG262_09440
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	33869	34051	+	WP_070787315.1	WP_070787315.1		4-oxalocrotonate tautomerase			BG262_RS02455	183	60	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	34102	35256	+							BG262_RS02460	1155		old_locus_tag=BG262_09445
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	34102	35256	+	WP_070787316.1	WP_070787316.1		cation:proton antiporter			BG262_RS02460	1155	384	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	35701	36405	+							BG262_RS02465	705		old_locus_tag=BG262_09450
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	35701	36405	+	WP_070787317.1	WP_070787317.1		phosphopantothenate--cysteine ligase			BG262_RS02465	705	234	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	36398	36949	+					coaC		BG262_RS02470	552		old_locus_tag=BG262_09455
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	36398	36949	+	WP_070787318.1	WP_070787318.1		phosphopantothenoylcysteine decarboxylase	coaC		BG262_RS02470	552	183	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	36936	37526	+							BG262_RS02475	591		old_locus_tag=BG262_09460
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	36936	37526	+	WP_070787319.1	WP_070787319.1		ECF transporter S component			BG262_RS02475	591	196	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	37811	39529	+							BG262_RS02480	1719		old_locus_tag=BG262_09465
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	37811	39529	+	WP_070787320.1	WP_070787320.1		phospho-sugar mutase			BG262_RS02480	1719	572	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	39640	39765	-							BG262_RS10335	126		
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	39640	39765	-	WP_083312874.1	WP_083312874.1		DUF4044 domain-containing protein			BG262_RS10335	126	41	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	39833	40162	-					trxA		BG262_RS02485	330		old_locus_tag=BG262_09470
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	39833	40162	-	WP_070787321.1	WP_070787321.1		thioredoxin	trxA		BG262_RS02485	330	109	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	40257	42593	-							BG262_RS02490	2337		old_locus_tag=BG262_09475
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	40257	42593	-	WP_070787322.1	WP_070787322.1		endonuclease MutS2			BG262_RS02490	2337	778	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	42737	43300	-							BG262_RS02495	564		old_locus_tag=BG262_09480
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	42737	43300	-	WP_070787323.1	WP_070787323.1		CvpA family protein			BG262_RS02495	564	187	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	43417	44310	+					rnhC		BG262_RS02500	894		old_locus_tag=BG262_09485
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	43417	44310	+	WP_070787324.1	WP_070787324.1		ribonuclease HIII	rnhC		BG262_RS02500	894	297	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	44335	44925	+					lepB		BG262_RS02505	591		old_locus_tag=BG262_09490
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	44335	44925	+	WP_070787325.1	WP_070787325.1		signal peptidase I	lepB		BG262_RS02505	591	196	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	45097	49035	-							BG262_RS02510	3939		old_locus_tag=BG262_09495
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	45097	49035	-	WP_070787326.1	WP_070787326.1		starch-binding protein			BG262_RS02510	3939	1312	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	49403	49768	-							BG262_RS02515	366		old_locus_tag=BG262_09500
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	49403	49768	-	WP_070787327.1	WP_070787327.1		hypothetical protein			BG262_RS02515	366	121	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	49762	51231	-							BG262_RS02520	1470		old_locus_tag=BG262_09505
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	49762	51231	-	WP_070787328.1	WP_070787328.1		Y-family DNA polymerase			BG262_RS02520	1470	489	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	51878	53302	-					gndA		BG262_RS02525	1425		old_locus_tag=BG262_09510
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	51878	53302	-	WP_070787329.1	WP_070787329.1		NADP-dependent phosphogluconate dehydrogenase	gndA		BG262_RS02525	1425	474	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	53411	53944	-							BG262_RS02530	534		old_locus_tag=BG262_09515
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	53411	53944	-	WP_070787330.1	WP_070787330.1		YceD family protein			BG262_RS02530	534	177	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	54063	54497	+							BG262_RS02535	435		old_locus_tag=BG262_09520
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	54063	54497	+	WP_070787331.1	WP_070787331.1		GNAT family N-acetyltransferase			BG262_RS02535	435	144	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	54572	55447	-							BG262_RS02540	876		old_locus_tag=BG262_09525
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	54572	55447	-	WP_070787332.1	WP_070787332.1		ROK family protein			BG262_RS02540	876	291	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	55474	57384	-							BG262_RS02545	1911		old_locus_tag=BG262_09530
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	55474	57384	-	WP_070787333.1	WP_070787333.1		sucrose-specific PTS transporter subunit IIBC			BG262_RS02545	1911	636	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	57572	58996	+							BG262_RS02550	1425		old_locus_tag=BG262_09535
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	57572	58996	+	WP_083312875.1	WP_083312875.1		sucrose-6-phosphate hydrolase			BG262_RS02550	1425	474	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	58996	59934	+							BG262_RS02555	939		old_locus_tag=BG262_09540
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	58996	59934	+	WP_070787334.1	WP_070787334.1		LacI family DNA-binding transcriptional regulator			BG262_RS02555	939	312	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	59965	60567	-					leuD		BG262_RS02560	603		old_locus_tag=BG262_09545
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	59965	60567	-	WP_070787335.1	WP_070787335.1		3-isopropylmalate dehydratase small subunit	leuD		BG262_RS02560	603	200	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	60567	61937	-					leuC		BG262_RS02565	1371		old_locus_tag=BG262_09550
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	60567	61937	-	WP_070787336.1	WP_070787336.1		3-isopropylmalate dehydratase large subunit	leuC		BG262_RS02565	1371	456	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	61954	62991	-					leuB		BG262_RS02570	1038		old_locus_tag=BG262_09555
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	61954	62991	-	WP_070787337.1	WP_070787337.1		3-isopropylmalate dehydrogenase	leuB		BG262_RS02570	1038	345	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	63027	64547	-							BG262_RS02575	1521		old_locus_tag=BG262_09560
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	63027	64547	-	WP_070787338.1	WP_070787338.1		2-isopropylmalate synthase			BG262_RS02575	1521	506	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	64924	66417	+					lysS		BG262_RS02580	1494		old_locus_tag=BG262_09565
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	64924	66417	+	WP_267886981.1	WP_267886981.1		lysine--tRNA ligase	lysS		BG262_RS02580	1494	497	
gene	protein_coding	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	66558	68918	-					pheT		BG262_RS02585	2361		old_locus_tag=BG262_09570
CDS	with_protein	GCF_001832885.1	Primary Assembly	unplaced scaffold		NZ_MKIQ01000005.1	66558	68918	-	WP_070787339.1	WP_070787339.1		phenylalanine--tRNA ligase subunit beta	pheT		BG262_RS02585	2361	786	
