# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	276834	277940	+	WP_010921898.1	WP_010921898.1		nucleotidyltransferase			SPY_RS01465	1107	368	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	278422	279138	+							SPY_RS01470	717		old_locus_tag=SPy0316,SPy_0316
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	278422	279138	+	WP_002985979.1	WP_002985979.1		YebC/PmpR family DNA-binding transcriptional regulator			SPY_RS01470	717	238	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	279341	280183	+							SPY_RS01475	843		old_locus_tag=SPy0317,SPy_0317
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	279341	280183	+	WP_009880638.1	WP_009880638.1		amino acid ABC transporter substrate-binding protein			SPY_RS01475	843	280	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	280512	281357	+							SPY_RS01480	846		old_locus_tag=SPy0319,SPy_0319
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	280512	281357	+	WP_010921899.1	WP_010921899.1		MetQ/NlpA family ABC transporter substrate-binding protein			SPY_RS01480	846	281	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	281607	282671	+							SPY_RS01485	1065		old_locus_tag=SPy0320,SPy_0320
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	281607	282671	+	WP_002985970.1	WP_002985970.1		methionine ABC transporter ATP-binding protein			SPY_RS01485	1065	354	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	282672	283364	+							SPY_RS01490	693		old_locus_tag=SPy0321,SPy_0321
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	282672	283364	+	WP_002991836.1	WP_002991836.1		methionine ABC transporter permease			SPY_RS01490	693	230	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	283418	284788	-					brnQ		SPY_RS01495	1371		old_locus_tag=SPy0323,SPy_0323
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	283418	284788	-	WP_010921901.1	WP_010921901.1		branched-chain amino acid transport system II carrier protein	brnQ		SPY_RS01495	1371	456	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	285022	286236	+					sstT		SPY_RS01500	1215		old_locus_tag=SPy0324,SPy_0324
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	285022	286236	+	WP_010921902.1	WP_010921902.1		serine/threonine transporter SstT	sstT		SPY_RS01500	1215	404	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	286291	286965	-					ktrA		SPY_RS01505	675		old_locus_tag=SPy0326,SPy_0326
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	286291	286965	-	WP_002991064.1	WP_002991064.1		potassium uptake transporter gating subunit KtrA	ktrA		SPY_RS01505	675	224	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	286975	288351	-					ktrB		SPY_RS01510	1377		old_locus_tag=SPy0327,SPy_0327
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	286975	288351	-	WP_023605004.1	WP_023605004.1		potassium uptake transporter channel subunit KtrB	ktrB		SPY_RS01510	1377	458	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	288436	289149	-					rsmG		SPY_RS01515	714		old_locus_tag=SPy0329,SPy_0329
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	288436	289149	-	WP_010921904.1	WP_010921904.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		SPY_RS01515	714	237	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	289299	289856	+							SPY_RS01520	558		old_locus_tag=SPy0330,SPy_0330
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	289299	289856	+	WP_002985956.1	WP_002985956.1		LemA family protein			SPY_RS01520	558	185	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	289903	290799	+					htpX		SPY_RS01525	897		old_locus_tag=SPy0331,SPy_0331
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	289903	290799	+	WP_002985953.1	WP_002985953.1		zinc metalloprotease HtpX	htpX		SPY_RS01525	897	298	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	291033	291566	+							SPY_RS01530	534		old_locus_tag=SPy0334,SPy_0334
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	291033	291566	+	WP_011054200.1	WP_011054200.1		DUF177 domain-containing protein			SPY_RS01530	534	177	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	291833	292519	+					covR		SPY_RS01535	687		
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	291833	292519	+	WP_002991052.1	WP_002991052.1		two-component system response regulator CovR	covR		SPY_RS01535	687	228	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	292525	294027	+					covS		SPY_RS01540	1503		old_locus_tag=SPy_0336
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	292525	294027	+	WP_002991036.1	WP_002991036.1		two-component system sensor histidine kinase CovS	covS		SPY_RS01540	1503	500	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	294242	294736	+					nrdR		SPY_RS01545	495		old_locus_tag=SPy0338,SPy_0338
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	294242	294736	+	WP_002985941.1	WP_002985941.1		transcriptional regulator NrdR	nrdR		SPY_RS01545	495	164	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	294720	295895	+							SPY_RS01550	1176		old_locus_tag=SPy0339,SPy_0339
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	294720	295895	+	WP_002991019.1	WP_002991019.1		replication initiation and membrane attachment family protein			SPY_RS01550	1176	391	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	295896	296798	+					dnaI		SPY_RS01555	903		old_locus_tag=SPy0340,SPy_0340
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	295896	296798	+	WP_002991016.1	WP_002991016.1		primosomal protein DnaI	dnaI		SPY_RS01555	903	300	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	296861	298171	+					der		SPY_RS01560	1311		old_locus_tag=SPy0341,SPy_0341
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	296861	298171	+	WP_002991013.1	WP_002991013.1		ribosome biogenesis GTPase Der	der		SPY_RS01560	1311	436	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	298378	301476	+							SPY_RS01565	3099		old_locus_tag=SPy0342,SPy_0342
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	298378	301476	+	WP_010921907.1	WP_010921907.1		DEAD/DEAH box helicase			SPY_RS01565	3099	1032	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	301719	302321	+							SPY_RS01570	603		old_locus_tag=SPy0343,SPy_0343
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	301719	302321	+	WP_010921908.1	WP_010921908.1		hypothetical protein			SPY_RS01570	603	200	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	302361	303689	+					murC		SPY_RS01575	1329		old_locus_tag=SPy0345,SPy_0345
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	302361	303689	+	WP_002991005.1	WP_002991005.1		UDP-N-acetylmuramate--L-alanine ligase	murC		SPY_RS01575	1329	442	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	303735	304217	+							SPY_RS01580	483		old_locus_tag=SPy0346,SPy_0346
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	303735	304217	+	WP_010921909.1	WP_010921909.1		N-acetyltransferase			SPY_RS01580	483	160	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	304329	305903	+					mltG		SPY_RS01585	1575		old_locus_tag=SPy0348,SPy_0348
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	304329	305903	+	WP_010921910.1	WP_010921910.1		endolytic transglycosylase MltG	mltG		SPY_RS01585	1575	524	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	305976	306458	+					greA		SPY_RS01590	483		old_locus_tag=SPy0349,SPy_0349
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	305976	306458	+	WP_002990993.1	WP_002990993.1		transcription elongation factor GreA	greA		SPY_RS01590	483	160	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	307081	308004	-					yidC		SPY_RS01595	924		old_locus_tag=SPy0351,SPy_0351
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	307081	308004	-	WP_010921911.1	WP_010921911.1		membrane protein insertase YidC	yidC		SPY_RS01595	924	307	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	308086	308364	-							SPY_RS01600	279		old_locus_tag=SPy0352,SPy_0352
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	308086	308364	-	WP_010921912.1	WP_010921912.1		acylphosphatase			SPY_RS01600	279	92	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	308428	308535	-							SPY_RS09335	108		
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	308428	308535	-	WP_227868793.1	WP_227868793.1		exfoliative toxin			SPY_RS09335	108	35	
gene	pseudogene	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	308519	309641	-							SPY_RS01605	1123		pseudo;old_locus_tag=SPy0355,SPy_0355
CDS	without_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	308519	309641	-				ISAs1-like element IS1548 family transposase			SPY_RS01605	1123		pseudo
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	309939	310676	+							SPY_RS01610	738		old_locus_tag=SPy0356,SPy_0356
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	309939	310676	+	WP_002990984.1	WP_002990984.1		RNA methyltransferase			SPY_RS01610	738	245	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	310715	311215	+							SPY_RS01615	501		old_locus_tag=SPy0357,SPy_0357
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	310715	311215	+	WP_002985912.1	WP_002985912.1		HD domain-containing protein			SPY_RS01615	501	166	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	311230	311919	+							SPY_RS01620	690		old_locus_tag=SPy0358,SPy_0358
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	311230	311919	+	WP_010921913.1	WP_010921913.1		Bax inhibitor-1/YccA family protein			SPY_RS01620	690	229	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	312097	312339	+							SPY_RS01625	243		old_locus_tag=SPy0359,SPy_0359
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	312097	312339	+	WP_002985908.1	WP_002985908.1		YneF family protein			SPY_RS01625	243	80	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	312517	313311	+					racE		SPY_RS01630	795		old_locus_tag=SPy0361,SPy_0361
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	312517	313311	+	WP_010921914.1	WP_010921914.1		glutamate racemase	racE		SPY_RS01630	795	264	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	313308	314294	+							SPY_RS01635	987		old_locus_tag=SPy0362,SPy_0362
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	313308	314294	+	WP_010921915.1	WP_010921915.1		nucleoside-triphosphate diphosphatase			SPY_RS01635	987	328	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	314273	314794	+							SPY_RS01640	522		old_locus_tag=SPy0363,SPy_0363
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	314273	314794	+	WP_010921916.1	WP_010921916.1		metallophosphoesterase			SPY_RS01640	522	173	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	314791	315252	+							SPY_RS01645	462		old_locus_tag=SPy0364,SPy_0364
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	314791	315252	+	WP_002985900.1	WP_002985900.1		CBS domain-containing protein			SPY_RS01645	462	153	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	315249	315995	+					xerD		SPY_RS01650	747		old_locus_tag=SPy0365,SPy_0365
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	315249	315995	+	WP_010921917.1	WP_010921917.1		site-specific tyrosine recombinase XerD	xerD		SPY_RS01650	747	248	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	315995	316696	+							SPY_RS01655	702		old_locus_tag=SPy0366,SPy_0366
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	315995	316696	+	WP_010921918.1	WP_010921918.1		segregation/condensation protein A			SPY_RS01655	702	233	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	316693	317244	+					scpB		SPY_RS01660	552		old_locus_tag=SPy0367,SPy_0367
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	316693	317244	+	WP_002985894.1	WP_002985894.1		SMC-Scp complex subunit ScpB	scpB		SPY_RS01660	552	183	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	317367	318089	+							SPY_RS01665	723		old_locus_tag=SPy0369,SPy_0369
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	317367	318089	+	WP_010921919.1	WP_010921919.1		pseudouridine synthase			SPY_RS01665	723	240	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	318086	318349	+					yidD		SPY_RS01670	264		old_locus_tag=SPy0370,SPy_0370
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	318086	318349	+	WP_002985889.1	WP_002985889.1		membrane protein insertion efficiency factor YidD	yidD		SPY_RS01670	264	87	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	318527	319075	+							SPY_RS01675	549		old_locus_tag=SPy0371,SPy_0371
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	318527	319075	+	WP_002990965.1	WP_002990965.1		tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL			SPY_RS01675	549	182	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	319386	319949	+							SPY_RS01680	564		old_locus_tag=SPy0373,SPy_0373
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	319386	319949	+	WP_002990963.1	WP_002990963.1		ECF transporter S component			SPY_RS01680	564	187	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	319951	320604	+							SPY_RS01685	654		old_locus_tag=SPy0374,SPy_0374
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	319951	320604	+	WP_002985882.1	WP_002985882.1		phosphatase PAP2 family protein			SPY_RS01685	654	217	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	320897	321817	+							SPY_RS01690	921		old_locus_tag=SPy0376,SPy_0376
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	320897	321817	+	WP_002990957.1	WP_002990957.1		TIGR01212 family radical SAM protein			SPY_RS01690	921	306	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	321856	322410	+							SPY_RS01695	555		old_locus_tag=SPy0377,SPy_0377
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	321856	322410	+	WP_010921921.1	WP_010921921.1		class I SAM-dependent methyltransferase			SPY_RS01695	555	184	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	322543	323877	+							SPY_RS01700	1335		old_locus_tag=SPy0378,SPy_0378
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	322543	323877	+	WP_010921922.1	WP_010921922.1		hemolysin family protein			SPY_RS01700	1335	444	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	323955	324746	+					pflA		SPY_RS01705	792		old_locus_tag=SPy0379,SPy_0379
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	323955	324746	+	WP_010921923.1	WP_010921923.1		pyruvate formate-lyase-activating protein	pflA		SPY_RS01705	792	263	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	324877	325812	+							SPY_RS01710	936		old_locus_tag=SPy0380,SPy_0380
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	324877	325812	+	WP_002990948.1	WP_002990948.1		manganese-dependent inorganic pyrophosphatase			SPY_RS01710	936	311	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	325888	326541	+							SPY_RS01715	654		old_locus_tag=SPy0382,SPy_0382
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	325888	326541	+	WP_010921924.1	WP_010921924.1		DUF1803 domain-containing protein			SPY_RS01715	654	217	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	326586	327623	-							SPY_RS01720	1038		old_locus_tag=SPy0383,SPy_0383
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	326586	327623	-	WP_020750157.1	WP_020750157.1		iron ABC transporter permease			SPY_RS01720	1038	345	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	327584	328636	-							SPY_RS01725	1053		old_locus_tag=SPy0384,SPy_0384
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	327584	328636	-	WP_011054214.1	WP_011054214.1		iron ABC transporter permease			SPY_RS01725	1053	350	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	328626	329558	-							SPY_RS01730	933		old_locus_tag=SPy0385,SPy_0385
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	328626	329558	-	WP_010921927.1	WP_010921927.1		iron-hydroxamate ABC transporter substrate-binding protein			SPY_RS01730	933	310	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	329584	330366	-							SPY_RS01735	783		old_locus_tag=SPy0386,SPy_0386
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	329584	330366	-	WP_002985861.1	WP_002985861.1		ABC transporter ATP-binding protein			SPY_RS01735	783	260	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	330612	332057	-							SPY_RS01740	1446		old_locus_tag=SPy0388,SPy_0388
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	330612	332057	-	WP_010921928.1	WP_010921928.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase			SPY_RS01740	1446	481	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	332145	333779	+							SPY_RS01745	1635		old_locus_tag=SPy0390,SPy_0390
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	332145	333779	+	WP_002985856.1	WP_002985856.1		polysaccharide biosynthesis protein			SPY_RS01745	1635	544	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	333947	334576	+					upp		SPY_RS01750	630		old_locus_tag=SPy0392,SPy_0392
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	333947	334576	+	WP_002985854.1	WP_002985854.1		uracil phosphoribosyltransferase	upp		SPY_RS01750	630	209	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	334800	335390	+							SPY_RS01755	591		old_locus_tag=SPy0395,SPy_0395
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	334800	335390	+	WP_002985850.1	WP_002985850.1		ATP-dependent Clp protease proteolytic subunit			SPY_RS01755	591	196	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	335882	336157	+							SPY_RS01760	276		old_locus_tag=SPy0397,SPy_0397
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	335882	336157	+	WP_002985847.1	WP_002985847.1		YlbG family protein			SPY_RS01760	276	91	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	336406	337041	+					tmk		SPY_RS01765	636		old_locus_tag=SPy0399,SPy_0399
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	336406	337041	+	WP_010921930.1	WP_010921930.1		dTMP kinase	tmk		SPY_RS01765	636	211	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	337059	337934	+							SPY_RS01770	876		old_locus_tag=SPy0400,SPy_0400
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	337059	337934	+	WP_010921931.1	WP_010921931.1		DNA polymerase III subunit delta'			SPY_RS01770	876	291	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	337953	338192	+							SPY_RS01775	240		old_locus_tag=SPy0401,SPy_0401
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	337953	338192	+	WP_010921932.1	WP_010921932.1		PSP1 C-terminal domain-containing protein			SPY_RS01775	240	79	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	338597	338920	+					yabA		SPY_RS01780	324		old_locus_tag=SPy0405,SPy_0405
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	338597	338920	+	WP_002985838.1	WP_002985838.1		DNA replication initiation control protein YabA	yabA		SPY_RS01780	324	107	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	338925	339788	+					rsmI		SPY_RS01785	864		old_locus_tag=SPy0406,SPy_0406
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	338925	339788	+	WP_010921933.1	WP_010921933.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		SPY_RS01785	864	287	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	339815	340207	+							SPY_RS01790	393		old_locus_tag=SPy0407,SPy_0407
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	339815	340207	+	WP_002985833.1	WP_002985833.1		DUF5684 domain-containing protein			SPY_RS01790	393	130	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	340254	340883	-							SPY_RS01795	630		old_locus_tag=SPy0408,SPy_0408
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	340254	340883	-	WP_010921934.1	WP_010921934.1		copper homeostasis protein CutC			SPY_RS01795	630	209	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	341182	341538	+							SPY_RS01800	357		old_locus_tag=SPy0410,SPy_0410
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	341182	341538	+	WP_011284536.1	WP_011284536.1		arsenate reductase family protein			SPY_RS01800	357	118	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	341612	342439	-							SPY_RS01805	828		old_locus_tag=SPy0412,SPy_0412
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	341612	342439	-	WP_010921936.1	WP_010921936.1		exodeoxyribonuclease III			SPY_RS01805	828	275	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	342673	343854	+					lctO		SPY_RS01810	1182		old_locus_tag=SPy0414,SPy_0414
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	342673	343854	+	WP_011285403.1	WP_011285403.1		L-lactate oxidase	lctO		SPY_RS01810	1182	393	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	344117	349060	+					scpC		SPY_RS01815	4944		old_locus_tag=SPy0416,SPy_0416
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	344117	349060	+	WP_010921938.1	WP_010921938.1		CXC chemokine-degrading serine protease SpyCEP	scpC		SPY_RS01815	4944	1647	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	349831	350538	+							SPY_RS01820	708		old_locus_tag=SPy0421,SPy_0421
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	349831	350538	+	WP_010921939.1	WP_010921939.1		YoaK family protein			SPY_RS01820	708	235	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	350781	352778	+					metG		SPY_RS01825	1998		old_locus_tag=SPy0422,SPy_0422
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	350781	352778	+	WP_011285406.1	WP_011285406.1		methionine--tRNA ligase	metG		SPY_RS01825	1998	665	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	353273	354286	+					nrdF		SPY_RS01830	1014		old_locus_tag=SPy0425,SPy_0425
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	353273	354286	+	WP_010921941.1	WP_010921941.1		class 1b ribonucleoside-diphosphate reductase subunit beta	nrdF		SPY_RS01830	1014	337	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	354290	354778	+					nrdI		SPY_RS01835	489		old_locus_tag=SPy0426,SPy_0426
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	354290	354778	+	WP_010921942.1	WP_010921942.1		class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	nrdI		SPY_RS01835	489	162	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	354745	356925	+					nrdE		SPY_RS01840	2181		old_locus_tag=SPy0427,SPy_0427
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	354745	356925	+	WP_010921943.1	WP_010921943.1		class 1b ribonucleoside-diphosphate reductase subunit alpha	nrdE		SPY_RS01840	2181	726	
gene	protein_coding	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	357119	357871	-							SPY_RS01845	753		old_locus_tag=SPy0428,SPy_0428
CDS	with_protein	GCF_000006785.2	Primary Assembly	chromosome		NC_002737.2	357119	357871	-	WP_010921944.1	WP_010921944.1		ADP-ribosyltransferase			SPY_RS01845	753	250	
