# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	301315	302661	+	WP_001808790.1	WP_001808790.1		IS1380-like element ISSpn5 family transposase			LXA46_RS01525	1347	448	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	302854	303168	+							LXA46_RS01530	315		partial;pseudo;old_locus_tag=LXA46_01525
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	302854	303168	+				oligohyaluronate lyase			LXA46_RS01530	315		partial;pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	303228	304229	+							LXA46_RS01535	1002		old_locus_tag=LXA46_01530
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	303228	304229	+	WP_000412453.1	WP_000412453.1		LacI family DNA-binding transcriptional regulator			LXA46_RS01535	1002	333	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	304339	304674	-							LXA46_RS01540	336		old_locus_tag=LXA46_01535
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	304339	304674	-	WP_000838121.1	WP_000838121.1		hypothetical protein			LXA46_RS01540	336	111	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	304685	304927	-							LXA46_RS01545	243		old_locus_tag=LXA46_01540
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	304685	304927	-	WP_000711739.1	WP_000711739.1		hypothetical protein			LXA46_RS01545	243	80	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	304938	305480	-							LXA46_RS01550	543		old_locus_tag=LXA46_01545
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	304938	305480	-	WP_000712374.1	WP_000712374.1		DUF3278 domain-containing protein			LXA46_RS01550	543	180	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	305496	305690	-							LXA46_RS01555	195		old_locus_tag=LXA46_01550
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	305496	305690	-	WP_001082472.1	WP_001082472.1		helix-turn-helix transcriptional regulator			LXA46_RS01555	195	64	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	305856	306806	+					rsmH		LXA46_RS01560	951		old_locus_tag=LXA46_01555
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	305856	306806	+	WP_000159382.1	WP_000159382.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		LXA46_RS01560	951	316	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	306818	307135	+					ftsL		LXA46_RS01565	318		old_locus_tag=LXA46_01560
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	306818	307135	+	WP_000818547.1	WP_000818547.1		cell division protein FtsL	ftsL		LXA46_RS01565	318	105	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	307139	309391	+					pbp2X		LXA46_RS01570	2253		old_locus_tag=LXA46_01565
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	307139	309391	+	WP_000872275.1	WP_000872275.1		penicillin-binding protein 2X	pbp2X		LXA46_RS01570	2253	750	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	309393	310373	+					mraY		LXA46_RS01575	981		old_locus_tag=LXA46_01570
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	309393	310373	+	WP_000470785.1	WP_000470785.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		LXA46_RS01575	981	326	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	310982	313087	+							LXA46_RS01580	2106		old_locus_tag=LXA46_01575
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	310982	313087	+	WP_001063405.1	WP_001063405.1		ATP-dependent Clp protease ATP-binding subunit			LXA46_RS01580	2106	701	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	313383	313865	-							LXA46_RS01585	483		old_locus_tag=LXA46_01580
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	313383	313865	-	WP_000032550.1	WP_000032550.1		S-ribosylhomocysteine lyase			LXA46_RS01585	483	160	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	313960	315444	-							LXA46_RS01590	1485		old_locus_tag=LXA46_01585
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	313960	315444	-	WP_000743611.1	WP_000743611.1		DUF1846 domain-containing protein			LXA46_RS01590	1485	494	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	315597	317204	+							LXA46_RS01595	1608		old_locus_tag=LXA46_01590
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	315597	317204	+	WP_001156825.1	WP_001156825.1		alpha-glucosidase			LXA46_RS01595	1608	535	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	317614	318960	-							LXA46_RS01600	1347		old_locus_tag=LXA46_01595
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	317614	318960	-	WP_001808790.1	WP_001808790.1		IS1380-like element ISSpn5 family transposase			LXA46_RS01600	1347	448	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	319237	320083	-							LXA46_RS01605	847		pseudo;old_locus_tag=LXA46_01600
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	319237	320083	-				IS630 family transposase			LXA46_RS01605	847		pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	320336	321781	+					cps4A		LXA46_RS01610	1446		old_locus_tag=LXA46_01605
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	320336	321781	+	WP_000091082.1	WP_000091082.1		capsular polysaccharide biosynthesis protein Cps4A	cps4A		LXA46_RS01610	1446	481	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	321783	322514	+					cps4B		LXA46_RS01615	732		old_locus_tag=LXA46_01610
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	321783	322514	+	WP_000565352.1	WP_000565352.1		capsular polysaccharide biosynthesis protein Cps4B	cps4B		LXA46_RS01615	732	243	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	322523	323215	+					cpsC		LXA46_RS01620	693		old_locus_tag=LXA46_01615
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	322523	323215	+	WP_000664160.1	WP_000664160.1		capsular polysaccharide biosynthesis protein CpsC	cpsC		LXA46_RS01620	693	230	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	323225	323908	+					cps4D		LXA46_RS01625	684		old_locus_tag=LXA46_01620
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	323225	323908	+	WP_001142502.1	WP_001142502.1		capsular polysaccharide biosynthesis protein Cps4D	cps4D		LXA46_RS01625	684	227	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	324249	324884	+					cps4E		LXA46_RS01630	636		old_locus_tag=LXA46_01625
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	324249	324884	+	WP_010963212.1	WP_010963212.1		capsular polysaccharide biosynthesis protein Cps4E	cps4E		LXA46_RS01630	636	211	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	324893	326122	+					cps4F		LXA46_RS01635	1230		old_locus_tag=LXA46_01630
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	324893	326122	+	WP_000697328.1	WP_000697328.1		capsular polysaccharide biosynthesis protein Cps4F	cps4F		LXA46_RS01635	1230	409	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	326127	327203	+					cps4G		LXA46_RS01640	1077		old_locus_tag=LXA46_01635
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	326127	327203	+	WP_001264338.1	WP_001264338.1		capsular polysaccharide biosynthesis protein Cps4G	cps4G		LXA46_RS01640	1077	358	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	327196	328314	+					cps4H		LXA46_RS01645	1119		old_locus_tag=LXA46_01640
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	327196	328314	+	WP_000598627.1	WP_000598627.1		capsular polysaccharide biosynthesis protein Cps4H	cps4H		LXA46_RS01645	1119	372	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	328315	329715	+					wzy		LXA46_RS01650	1401		old_locus_tag=LXA46_01645
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	328315	329715	+	WP_001193768.1	WP_001193768.1		O-antigen polysaccharide polymerase Wzy	wzy		LXA46_RS01650	1401	466	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	329718	330797	+							LXA46_RS01655	1080		old_locus_tag=LXA46_01650
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	329718	330797	+	WP_223842491.1	WP_223842491.1		polysaccharide pyruvyl transferase family protein			LXA46_RS01655	1080	359	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	330787	332028	+							LXA46_RS01660	1242		old_locus_tag=LXA46_01655
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	330787	332028	+	WP_000861791.1	WP_000861791.1		oligosaccharide flippase family protein			LXA46_RS01660	1242	413	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	332033	333130	+					cps4I		LXA46_RS01665	1098		old_locus_tag=LXA46_01660
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	332033	333130	+	WP_000758382.1	WP_000758382.1		capsular polysaccharide biosynthesis protein Cps4I	cps4I		LXA46_RS01665	1098	365	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	333134	334189	+					cps4J		LXA46_RS01670	1056		old_locus_tag=LXA46_01665
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	333134	334189	+	WP_000077424.1	WP_000077424.1		capsular polysaccharide biosynthesis protein Cps4J	cps4J		LXA46_RS01670	1056	351	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	334289	335518	+					cps4K		LXA46_RS01675	1230		old_locus_tag=LXA46_01670
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	334289	335518	+	WP_000594468.1	WP_000594468.1		capsular polysaccharide biosynthesis protein Cps4K	cps4K		LXA46_RS01675	1230	409	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	335519	336703	+					cps4L		LXA46_RS01680	1185		old_locus_tag=LXA46_01675
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	335519	336703	+	WP_000695335.1	WP_000695335.1		capsular polysaccharide biosynthesis protein Cps4L	cps4L		LXA46_RS01680	1185	394	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	336744	336987	-							LXA46_RS01685	244		partial;pseudo;old_locus_tag=LXA46_01680
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	336744	336987	-				hypothetical protein			LXA46_RS01685	244		partial;pseudo
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	337294	337870	-							LXA46_RS01690	577		partial;pseudo;old_locus_tag=LXA46_01685
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	337294	337870	-				transposase			LXA46_RS01690	577		partial;pseudo
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	337958	338197	-							LXA46_RS01695	240		partial;pseudo;old_locus_tag=LXA46_01690
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	337958	338197	-				transposase			LXA46_RS01695	240		partial;pseudo
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	338201	338509	+							LXA46_RS01700	309		partial;pseudo;old_locus_tag=LXA46_01695
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	338201	338509	+				transposase			LXA46_RS01700	309		partial;pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	338664	338987	-					tnpB		LXA46_RS01705	324		old_locus_tag=LXA46_01700
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	338664	338987	-	WP_000152341.1	WP_000152341.1		IS66 family insertion sequence element accessory protein TnpB	tnpB		LXA46_RS01705	324	107	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	338968	339153	-							LXA46_RS01710	186		old_locus_tag=LXA46_01705
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	338968	339153	-	WP_001136123.1	WP_001136123.1		hypothetical protein			LXA46_RS01710	186	61	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	339358	341340	+							LXA46_RS01715	1983		old_locus_tag=LXA46_01710
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	339358	341340	+	WP_000842584.1	WP_000842584.1		peptide ABC transporter substrate-binding protein			LXA46_RS01715	1983	660	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	341642	346945	+							LXA46_RS01720	5304		old_locus_tag=LXA46_01715
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	341642	346945	+	WP_001032461.1	WP_001032461.1		SpGH101 family endo-alpha-N-acetylgalactosaminidase			LXA46_RS01720	5304	1767	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	347112	349271	-					pbp1a		LXA46_RS01725	2160		old_locus_tag=LXA46_01720
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	347112	349271	-	WP_001040013.1	WP_001040013.1		penicillin-binding protein PBP1A	pbp1a		LXA46_RS01725	2160	719	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	349268	349864	-					recU		LXA46_RS01730	597		old_locus_tag=LXA46_01725
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	349268	349864	-	WP_000248787.1	WP_000248787.1		Holliday junction resolvase RecU	recU		LXA46_RS01730	597	198	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	349930	350457	+							LXA46_RS01735	528		old_locus_tag=LXA46_01730
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	349930	350457	+	WP_000179547.1	WP_000179547.1		DUF1273 domain-containing protein			LXA46_RS01735	528	175	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	350527	350856	+					gpsB		LXA46_RS01740	330		old_locus_tag=LXA46_01735
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	350527	350856	+	WP_000146522.1	WP_000146522.1		cell division regulator GpsB	gpsB		LXA46_RS01740	330	109	
gene	RNase_P_RNA	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	350877	351257	+					rnpB		LXA46_RS01745	381		old_locus_tag=LXA46_01740
ncRNA	RNase_P_RNA	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	350877	351257	+				RNase P RNA component class B	rnpB		LXA46_RS01745	381		
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	351342	352499	+							LXA46_RS01750	1158		old_locus_tag=LXA46_01745
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	351342	352499	+	WP_000711388.1	WP_000711388.1		class I SAM-dependent RNA methyltransferase			LXA46_RS01750	1158	385	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	352512	353906	+					mapZ		LXA46_RS01755	1395		old_locus_tag=LXA46_01750
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	352512	353906	+	WP_000039291.1	WP_000039291.1		mid-cell-anchored protein MapZ	mapZ		LXA46_RS01755	1395	464	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	353982	355406	+					gndA		LXA46_RS01760	1425		old_locus_tag=LXA46_01755
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	353982	355406	+	WP_000158781.1	WP_000158781.1		NADP-dependent phosphogluconate dehydrogenase	gndA		LXA46_RS01760	1425	474	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	355418	356107	+							LXA46_RS01765	690		old_locus_tag=LXA46_01760
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	355418	356107	+	WP_000518018.1	WP_000518018.1		response regulator transcription factor			LXA46_RS01765	690	229	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	356206	357228	+					cbpC		LXA46_RS01770	1023		old_locus_tag=LXA46_01765
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	356206	357228	+	WP_000771084.1	WP_000771084.1		choline-binding protein CbpC	cbpC		LXA46_RS01770	1023	340	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	357246	358244	+					cbpJ		LXA46_RS01775	999		old_locus_tag=LXA46_01770
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	357246	358244	+	WP_000698047.1	WP_000698047.1		choline-binding protein CbpJ	cbpJ		LXA46_RS01775	999	332	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	358362	359594	-							LXA46_RS01780	1233		old_locus_tag=LXA46_01775
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	358362	359594	-	WP_000765691.1	WP_000765691.1		MFS transporter			LXA46_RS01780	1233	410	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	359637	360512	-							LXA46_RS01785	876		old_locus_tag=LXA46_01780
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	359637	360512	-	WP_010963214.1	WP_010963214.1		lanthionine synthetase LanC family protein			LXA46_RS01785	876	291	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	361124	361455	+							LXA46_RS10880	332		pseudo
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	361124	361455	+				transposase			LXA46_RS10880	332		pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	361577	362455	+					mvk		LXA46_RS01795	879		old_locus_tag=LXA46_01790
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	361577	362455	+	WP_000163323.1	WP_000163323.1		mevalonate kinase	mvk		LXA46_RS01795	879	292	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	362437	363390	+					mvaD		LXA46_RS01800	954		old_locus_tag=LXA46_01795
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	362437	363390	+	WP_000373455.1	WP_000373455.1		diphosphomevalonate decarboxylase	mvaD		LXA46_RS01800	954	317	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	363377	364384	+							LXA46_RS01805	1008		old_locus_tag=LXA46_01800
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	363377	364384	+	WP_000562415.1	WP_000562415.1		phosphomevalonate kinase			LXA46_RS01805	1008	335	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	364368	365378	+					fni		LXA46_RS01810	1011		old_locus_tag=LXA46_01805
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	364368	365378	+	WP_000210618.1	WP_000210618.1		type 2 isopentenyl-diphosphate Delta-isomerase	fni		LXA46_RS01810	1011	336	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	365455	366153	+					liaF		LXA46_RS01815	699		old_locus_tag=LXA46_01810
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	365455	366153	+	WP_001224636.1	WP_001224636.1		cell wall-active antibiotics response protein LiaF	liaF		LXA46_RS01815	699	232	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	366150	367145	+							LXA46_RS01820	996		old_locus_tag=LXA46_01815
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	366150	367145	+	WP_000743672.1	WP_000743672.1		sensor histidine kinase			LXA46_RS01820	996	331	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	367159	367791	+							LXA46_RS01825	633		old_locus_tag=LXA46_01820
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	367159	367791	+	WP_000698434.1	WP_000698434.1		response regulator transcription factor			LXA46_RS01825	633	210	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	367867	368560	+							LXA46_RS01830	694		pseudo;old_locus_tag=LXA46_01825
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	367867	368560	+				DNA alkylation repair protein			LXA46_RS01830	694		pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	368710	368949	+							LXA46_RS01835	240		old_locus_tag=LXA46_01830
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	368710	368949	+	WP_000754501.1	WP_000754501.1		hypothetical protein			LXA46_RS01835	240	79	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	369030	369851	+					cbpG		LXA46_RS01840	822		old_locus_tag=LXA46_01835
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	369030	369851	+	WP_001100143.1	WP_001100143.1		choline-binding protein CbpG	cbpG		LXA46_RS01840	822	273	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	369870	370892	+					cbpF		LXA46_RS01845	1023		old_locus_tag=LXA46_01840
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	369870	370892	+	WP_000771060.1	WP_000771060.1		choline-binding protein CbpF	cbpF		LXA46_RS01845	1023	340	
gene	pseudogene	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	371020	372360	-							LXA46_RS01850	1341		pseudo;old_locus_tag=LXA46_01845
CDS	without_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	371020	372360	-				IS3 family transposase			LXA46_RS01850	1341		pseudo
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	372569	374338	+							LXA46_RS01855	1770		old_locus_tag=LXA46_01850
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	372569	374338	+	WP_000391672.1	WP_000391672.1		PTS mannitol-specific transporter subunit IIBC			LXA46_RS01855	1770	589	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	374362	376317	+							LXA46_RS01860	1956		old_locus_tag=LXA46_01855
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	374362	376317	+	WP_000927655.1	WP_000927655.1		transcription antiterminator			LXA46_RS01860	1956	651	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	376319	376756	+							LXA46_RS01865	438		old_locus_tag=LXA46_01860
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	376319	376756	+	WP_000764149.1	WP_000764149.1		PTS sugar transporter subunit IIA			LXA46_RS01865	438	145	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	376818	377954	+							LXA46_RS01870	1137		old_locus_tag=LXA46_01865
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	376818	377954	+	WP_000682969.1	WP_000682969.1		mannitol-1-phosphate 5-dehydrogenase			LXA46_RS01870	1137	378	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	378740	380023	+					tig		LXA46_RS01875	1284		old_locus_tag=LXA46_01870
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	378740	380023	+	WP_000116479.1	WP_000116479.1		trigger factor	tig		LXA46_RS01875	1284	427	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	380071	382437	-							LXA46_RS01880	2367		old_locus_tag=LXA46_01875
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	380071	382437	-	WP_000454479.1	WP_000454479.1		ATP-dependent RecD-like DNA helicase			LXA46_RS01880	2367	788	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	382514	382636	-							LXA46_RS01885	123		old_locus_tag=LXA46_01880
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	382514	382636	-	WP_001815645.1	WP_001815645.1		hypothetical protein			LXA46_RS01885	123	40	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	382716	383330	-					lepB		LXA46_RS01890	615		old_locus_tag=LXA46_01885
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	382716	383330	-	WP_001820908.1	WP_001820908.1		signal peptidase I	lepB		LXA46_RS01890	615	204	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	383334	384215	-					rnhC		LXA46_RS01895	882		old_locus_tag=LXA46_01890
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	383334	384215	-	WP_000146867.1	WP_000146867.1		ribonuclease HIII	rnhC		LXA46_RS01895	882	293	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	384302	384604	+							LXA46_RS01900	303		old_locus_tag=LXA46_01895
CDS	with_protein	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	384302	384604	+	WP_000002019.1	WP_000002019.1		cell division protein ZapA			LXA46_RS01900	303	100	
gene	protein_coding	GCF_024089335.1	Primary Assembly	chromosome		NZ_CP089948.1	384601	385149	+							LXA46_RS01905	549		old_locus_tag=LXA46_01900
