# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	460534	460743	-							L_RS02425	210		old_locus_tag=L60543
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	460534	460743	-	WP_010905366.1	WP_010905366.1		hypothetical protein			L_RS02425	210	69	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	460956	461249	+							L_RS02430	294		old_locus_tag=L60929
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	460956	461249	+	WP_010905367.1	WP_010905367.1		DUF1359 domain-containing protein			L_RS02430	294	97	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	461360	461605	+							L_RS02435	246		old_locus_tag=L61369
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	461360	461605	+	WP_010905368.1	WP_010905368.1		helix-turn-helix domain-containing protein			L_RS02435	246	81	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	461650	462039	+							L_RS02440	390		old_locus_tag=L61641
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	461650	462039	+	WP_010905369.1	WP_010905369.1		DUF1359 domain-containing protein			L_RS02440	390	129	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	462041	462439	+							L_RS02445	399		old_locus_tag=L62008
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	462041	462439	+	WP_010905370.1	WP_010905370.1		hypothetical protein			L_RS02445	399	132	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	462765	463187	+							L_RS02450	423		old_locus_tag=L62774
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	462765	463187	+	WP_010905372.1	WP_010905372.1		RinA family protein			L_RS02450	423	140	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	463425	463928	+							L_RS02455	504		old_locus_tag=L63293
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	463425	463928	+	WP_010905373.1	WP_010905373.1		HNH endonuclease			L_RS02455	504	167	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	464045	464497	+							L_RS02460	453		old_locus_tag=L64021
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	464045	464497	+	WP_010905374.1	WP_010905374.1		phage terminase small subunit P27 family			L_RS02460	453	150	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	464497	466311	+							L_RS02465	1815		old_locus_tag=L64491
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	464497	466311	+	WP_010905375.1	WP_010905375.1		terminase large subunit			L_RS02465	1815	604	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	466320	466484	+							L_RS02470	165		old_locus_tag=L200019
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	466320	466484	+	WP_010905376.1	WP_010905376.1		hypothetical protein			L_RS02470	165	54	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	466481	467560	+							L_RS02475	1080		old_locus_tag=L66478
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	466481	467560	+	WP_010905377.1	WP_010905377.1		phage portal protein			L_RS02475	1080	359	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	467560	468147	+							L_RS02480	588		old_locus_tag=L67524
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	467560	468147	+	WP_010905378.1	WP_010905378.1		HK97 family phage prohead protease			L_RS02480	588	195	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	468137	469450	+							L_RS02485	1314		old_locus_tag=L68137
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	468137	469450	+	WP_010905379.1	WP_010905379.1		phage major capsid protein			L_RS02485	1314	437	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	469461	469766	+							L_RS02490	306		old_locus_tag=L69467
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	469461	469766	+	WP_010905380.1	WP_010905380.1		head-tail connector protein			L_RS02490	306	101	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	469753	470088	+							L_RS02495	336		old_locus_tag=L69762
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	469753	470088	+	WP_010905381.1	WP_010905381.1		phage head closure protein			L_RS02495	336	111	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	470088	470570	+							L_RS02500	483		old_locus_tag=L70070
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	470088	470570	+	WP_021214764.1	WP_021214764.1		HK97 gp10 family phage protein			L_RS02500	483	160	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	470567	470962	+							L_RS02505	396		old_locus_tag=L70498
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	470567	470962	+	WP_010905383.1	WP_010905383.1		DUF806 family protein			L_RS02505	396	131	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	470964	471569	+							L_RS02510	606		old_locus_tag=L70961
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	470964	471569	+	WP_010905384.1	WP_010905384.1		phage tail protein			L_RS02510	606	201	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	471629	471973	+							L_RS02515	345		old_locus_tag=L71563
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	471629	471973	+	WP_010905385.1	WP_010905385.1		phage tail assembly chaperone			L_RS02515	345	114	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	472021	472161	+							L_RS02520	141		
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	472021	472161	+	WP_014573136.1	WP_014573136.1		hypothetical protein			L_RS02520	141	46	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	472179	475982	+							L_RS02525	3804		old_locus_tag=L72137
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	472179	475982	+	WP_021214765.1	WP_021214765.1		tape measure protein			L_RS02525	3804	1267	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	475985	477520	+							L_RS02530	1536		old_locus_tag=L75985
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	475985	477520	+	WP_010905387.1	WP_010905387.1		phage tail family protein			L_RS02530	1536	511	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	477520	481845	+							L_RS02535	4326		old_locus_tag=L77514
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	477520	481845	+	WP_010905388.1	WP_010905388.1		collagen-like protein			L_RS02535	4326	1441	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	481865	482191	+							L_RS02540	327		old_locus_tag=L81862
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	481865	482191	+	WP_010905389.1	WP_010905389.1		hypothetical protein			L_RS02540	327	108	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	482178	482465	+							L_RS02545	288		old_locus_tag=L82103
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	482178	482465	+	WP_010905390.1	WP_010905390.1		phage holin			L_RS02545	288	95	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	482465	483244	+							L_RS02550	780		old_locus_tag=L82453
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	482465	483244	+	WP_010905391.1	WP_010905391.1		NlpC/P60 family protein			L_RS02550	780	259	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	483543	483674	+							L_RS11970	132		
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	483543	483674	+	WP_223203852.1	WP_223203852.1		bacteriophage holin			L_RS11970	132	43	
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	483875	483935	+							L_RS02555	61		
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	483875	483935	+				tRNA-OTHER			L_RS02555	61		
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	484226	484987	+					truA		L_RS02560	762		old_locus_tag=L0331
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	484226	484987	+	WP_003131523.1	WP_003131523.1		tRNA pseudouridine(38-40) synthase TruA	truA		L_RS02560	762	253	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	485020	485808	+							L_RS02565	789		old_locus_tag=L0202
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	485020	485808	+	WP_010905393.1	WP_010905393.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase			L_RS02565	789	262	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	485848	486348	+							L_RS02570	501		old_locus_tag=L85854
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	485848	486348	+	WP_003131521.1	WP_003131521.1		ECF transporter S component			L_RS02570	501	166	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	486329	486871	+							L_RS02575	543		old_locus_tag=L86338
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	486329	486871	+	WP_010905395.1	WP_010905395.1		TIGR01440 family protein			L_RS02575	543	180	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	486872	488008	+							L_RS02580	1137		old_locus_tag=L86881
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	486872	488008	+	WP_003131519.1	WP_003131519.1		alanine--glyoxylate aminotransferase family protein			L_RS02580	1137	378	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	488243	489850	+							L_RS02585	1608		old_locus_tag=L88252
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	488243	489850	+	WP_003131516.1	WP_003131516.1		CTP synthase			L_RS02585	1608	535	
gene	pseudogene	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	489989	490902	+							L_RS02590	914		pseudo;old_locus_tag=L200020
CDS	without_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	489989	490902	+				L-lactate dehydrogenase			L_RS02590	914		pseudo
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	490934	491806	-							L_RS02595	873		old_locus_tag=L90946
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	490934	491806	-	WP_003131512.1	WP_003131512.1		DUF1003 domain-containing protein			L_RS02595	873	290	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	492154	492336	-							L_RS02600	183		
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	492154	492336	-	WP_003131510.1	WP_003131510.1		YjzD family protein			L_RS02600	183	60	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	492452	492931	-							L_RS02605	480		old_locus_tag=L92464
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	492452	492931	-	WP_010905396.1	WP_010905396.1		nucleoside 2-deoxyribosyltransferase			L_RS02605	480	159	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	492915	493337	-							L_RS02610	423		old_locus_tag=L92927,L92927a
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	492915	493337	-	WP_010905397.1	WP_010905397.1		LOG family protein			L_RS02610	423	140	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	493469	494122	-							L_RS02615	654		old_locus_tag=L93481
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	493469	494122	-	WP_010905398.1	WP_010905398.1		deoxynucleoside kinase			L_RS02615	654	217	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	494602	497784	+							L_RS02620	3183		old_locus_tag=L0307
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	494602	497784	+	WP_003131504.1	WP_003131504.1		DNA polymerase III subunit alpha			L_RS02620	3183	1060	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	497815	498468	-							L_RS02625	654		old_locus_tag=L97827
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	497815	498468	-	WP_003131502.1	WP_003131502.1		hemolysin III family protein			L_RS02625	654	217	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	498670	499506	+							L_RS02630	837		old_locus_tag=L98583
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	498670	499506	+	WP_014570388.1	WP_014570388.1		DegV family protein			L_RS02630	837	278	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	499499	500359	+							L_RS02635	861		old_locus_tag=L99502
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	499499	500359	+	WP_003131499.1	WP_003131499.1		SGNH/GDSL hydrolase family protein			L_RS02635	861	286	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	500356	501567	+							L_RS02640	1212		old_locus_tag=L100350
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	500356	501567	+	WP_010905400.1	WP_010905400.1		glycoside hydrolase family 3 protein			L_RS02640	1212	403	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	501577	502233	+							L_RS02645	657		old_locus_tag=L101577
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	501577	502233	+	WP_010905401.1	WP_010905401.1		YpmS family protein			L_RS02645	657	218	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	502338	502613	+							L_RS02650	276		old_locus_tag=L102317
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	502338	502613	+	WP_010905402.1	WP_010905402.1		HU family DNA-binding protein			L_RS02650	276	91	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	502723	503871	-							L_RS02655	1149		old_locus_tag=L102735
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	502723	503871	-	WP_010905403.1	WP_010905403.1		site-specific integrase			L_RS02655	1149	382	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	503995	504486	-							L_RS02660	492		old_locus_tag=L104007
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	503995	504486	-	WP_010905404.1	WP_010905404.1		hypothetical protein			L_RS02660	492	163	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	504540	504836	-							L_RS02665	297		old_locus_tag=L104552
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	504540	504836	-	WP_003131491.1	WP_003131491.1		hypothetical protein			L_RS02665	297	98	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	504883	505470	-							L_RS02670	588		old_locus_tag=L104895
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	504883	505470	-	WP_003131490.1	WP_003131490.1		hypothetical protein			L_RS02670	588	195	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	505482	505850	-							L_RS02675	369		old_locus_tag=L105494
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	505482	505850	-	WP_003131489.1	WP_003131489.1		XRE family transcriptional regulator			L_RS02675	369	122	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	506144	506335	+							L_RS02680	192		old_locus_tag=L106117
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	506144	506335	+	WP_003131488.1	WP_003131488.1		hypothetical protein			L_RS02680	192	63	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	506351	506611	+							L_RS02685	261		old_locus_tag=L106345
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	506351	506611	+	WP_010905405.1	WP_010905405.1		excisionase			L_RS02685	261	86	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	506770	506964	+							L_RS02690	195		old_locus_tag=L106731
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	506770	506964	+	WP_010905406.1	WP_010905406.1		DUF1655 domain-containing protein			L_RS02690	195	64	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	506969	507394	+							L_RS02695	426		old_locus_tag=L106963
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	506969	507394	+	WP_010905407.1	WP_010905407.1		hypothetical protein			L_RS02695	426	141	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	507429	507668	+							L_RS02700	240		old_locus_tag=L107339
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	507429	507668	+	WP_010905408.1	WP_010905408.1		hypothetical protein			L_RS02700	240	79	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	507665	507919	+							L_RS02705	255		old_locus_tag=L107665
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	507665	507919	+	WP_010905409.1	WP_010905409.1		hypothetical protein			L_RS02705	255	84	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	507916	508110	+							L_RS02710	195		old_locus_tag=L107922
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	507916	508110	+	WP_003131482.1	WP_003131482.1		hypothetical protein			L_RS02710	195	64	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	508097	508423	+							L_RS02715	327		old_locus_tag=L108106
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	508097	508423	+	WP_010905410.1	WP_010905410.1		HTH domain-containing protein			L_RS02715	327	108	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	508431	509009	+							L_RS02720	579		old_locus_tag=L108425
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	508431	509009	+	WP_010905411.1	WP_010905411.1		hypothetical protein			L_RS02720	579	192	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	509002	510444	+							L_RS02725	1443		old_locus_tag=L109011
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	509002	510444	+	WP_010905412.1	WP_010905412.1		hypothetical protein			L_RS02725	1443	480	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	510596	511180	+							L_RS02730	585		old_locus_tag=L110560
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	510596	511180	+	WP_010905413.1	WP_010905413.1		hypothetical protein			L_RS02730	585	194	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	511357	511542	+							L_RS02735	186		old_locus_tag=L111351
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	511357	511542	+	WP_010905414.1	WP_010905414.1		hypothetical protein			L_RS02735	186	61	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	511569	512177	+							L_RS02740	609		old_locus_tag=L111521
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	511569	512177	+	WP_010905415.1	WP_010905415.1		hypothetical protein			L_RS02740	609	202	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	512186	512776	+							L_RS02745	591		old_locus_tag=L112195
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	512186	512776	+	WP_010905416.1	WP_010905416.1		HK97 family phage prohead protease			L_RS02745	591	196	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	512992	513321	+							L_RS02750	330		old_locus_tag=L113001
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	512992	513321	+	WP_010905417.1	WP_010905417.1		hypothetical protein			L_RS02750	330	109	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	513422	513742	+							L_RS02755	321		old_locus_tag=L113377
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	513422	513742	+	WP_010905418.1	WP_010905418.1		sigma-70 family RNA polymerase sigma factor			L_RS02755	321	106	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	514497	514676	+							L_RS02760	180		old_locus_tag=L114419
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	514497	514676	+	WP_021214770.1	WP_021214770.1		hypothetical protein			L_RS02760	180	59	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	514845	515333	+							L_RS02765	489		old_locus_tag=L114740
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	514845	515333	+	WP_010905421.1	WP_010905421.1		DUF4065 domain-containing protein			L_RS02765	489	162	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	515299	515865	+							L_RS02770	567		old_locus_tag=L115302
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	515299	515865	+	WP_010905422.1	WP_010905422.1		hypothetical protein			L_RS02770	567	188	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	517114	517314	+							L_RS02775	201		old_locus_tag=L117090
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	517114	517314	+	WP_010905424.1	WP_010905424.1		cold-shock protein			L_RS02775	201	66	
gene	tRNA	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	517530	517603	+							L_RS02780	74		old_locus_tag=L200093
tRNA		GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	517530	517603	+				tRNA-Ile			L_RS02780	74		anticodon=CAT
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	517855	518352	-							L_RS02785	498		old_locus_tag=L117867
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	517855	518352	-	WP_003131761.1	WP_003131761.1		GNAT family N-acetyltransferase			L_RS02785	498	165	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	518499	519008	+							L_RS02790	510		old_locus_tag=L118481
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	518499	519008	+	WP_010905425.1	WP_010905425.1		methylated-DNA--[protein]-cysteine S-methyltransferase			L_RS02790	510	169	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	519022	519582	+							L_RS02795	561		old_locus_tag=L0149
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	519022	519582	+	WP_003131759.1	WP_003131759.1		bifunctional transcriptional activator/DNA repair enzyme AdaA			L_RS02795	561	186	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	519676	520485	+							L_RS02800	810		old_locus_tag=L119676
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	519676	520485	+	WP_010905426.1	WP_010905426.1		ABC transporter ATP-binding protein			L_RS02800	810	269	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	520482	521207	+							L_RS02805	726		old_locus_tag=L120437
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	520482	521207	+	WP_010905427.1	WP_010905427.1		ABC transporter permease			L_RS02805	726	241	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	521270	521728	+							L_RS02810	459		old_locus_tag=L121252
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	521270	521728	+	WP_010905428.1	WP_010905428.1		LytTR family DNA-binding domain-containing protein			L_RS02810	459	152	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	521725	522102	+							L_RS02815	378		old_locus_tag=L121731
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	521725	522102	+	WP_010905429.1	WP_010905429.1		hypothetical protein			L_RS02815	378	125	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	522216	523361	+							L_RS02820	1146		old_locus_tag=L122222
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	522216	523361	+	WP_003131754.1	WP_003131754.1		cysteine desulfurase			L_RS02820	1146	381	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	523468	524346	+							L_RS02825	879		old_locus_tag=L123471
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	523468	524346	+	WP_010905430.1	WP_010905430.1		NlpC/P60 family protein			L_RS02825	879	292	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	524403	526052	-							L_RS02830	1650		old_locus_tag=L124415
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	524403	526052	-	WP_010905431.1	WP_010905431.1		peptide ABC transporter substrate-binding protein			L_RS02830	1650	549	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	526263	527195	-					cysK		L_RS02835	933		old_locus_tag=L0088
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	526263	527195	-	WP_010905432.1	WP_010905432.1		cysteine synthase A	cysK		L_RS02835	933	310	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	527413	528498	+							L_RS02840	1086		old_locus_tag=L127411
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	527413	528498	+	WP_010905433.1	WP_010905433.1		LysM peptidoglycan-binding domain-containing protein			L_RS02840	1086	361	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	528537	529169	-							L_RS02845	633		old_locus_tag=L128550
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	528537	529169	-	WP_003131748.1	WP_003131748.1		MBL fold metallo-hydrolase			L_RS02845	633	210	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	529170	531164	-							L_RS02850	1995		old_locus_tag=L129183
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	529170	531164	-	WP_003131747.1	WP_003131747.1		penicillin-binding protein			L_RS02850	1995	664	
gene	protein_coding	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	531232	531873	-					recU		L_RS02855	642		old_locus_tag=L131245
CDS	with_protein	GCF_000006865.1	Primary Assembly	chromosome		NC_002662.1	531232	531873	-	WP_003131746.1	WP_003131746.1		Holliday junction resolvase RecU	recU		L_RS02855	642	213	
